employee_id,genre,statut_marital,departement,poste,heure_supplementaires,domaine_etude,ayant_enfants,frequence_deplacement,age,revenu_mensuel,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,ratio_poste_entreprise,evolution_evaluation,satisfaction_globale,salaire_par_experience,duree_moyenne_poste,attrition_actual,dataset_type
476,F,Marié(e),Commercial,Représentant Commercial,Non,Transformation Digitale,Y,Occasionnel,28,2856,1,80,1,1,0,2,3,1,2,4,3,3,0.19,1,3,1,3,3,0,0,0.0,0,2.75,1428.0,0.5,0,train
477,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,41,2451,4,80,13,9,8,1,3,1,3,1,3,3,0.12,1,2,1,14,3,1,8,0.8,0,2.0,175.07142857142858,2.6,0,train
478,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Aucun,31,6932,1,80,9,9,8,4,3,2,3,4,2,3,0.13,1,2,1,20,2,0,0,0.8,0,3.25,693.2,4.5,0,train
479,M,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,30,5301,8,80,4,2,1,4,3,2,3,3,2,3,0.15,2,2,1,16,1,2,2,0.3333333333333333,0,3.0,1060.2,0.4444444444444444,0,train
480,F,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Frequent,36,2153,1,80,8,8,1,2,3,1,4,1,3,3,0.13,0,2,1,18,1,1,7,0.1111111111111111,0,2.5,239.22222222222223,4.0,0,train
481,M,Marié(e),Consulting,Directeur Technique,Non,Infra & Cloud,Y,Occasionnel,54,17779,3,80,36,10,9,4,3,4,4,1,3,3,0.14,0,2,1,3,3,0,9,0.8181818181818182,0,3.0,480.5135135135135,9.0,0,train
482,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,38,7351,7,80,10,1,0,4,3,3,2,3,3,3,0.16,0,2,1,2,2,0,0,0.0,0,3.0,668.2727272727273,1.25,0,train
483,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,38,6553,9,80,14,1,0,4,3,2,3,2,3,3,0.14,0,3,1,2,4,0,0,0.0,0,3.0,436.8666666666667,1.4,0,train
484,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Y,Frequent,38,9526,0,80,10,9,7,4,2,3,3,2,3,4,0.21,0,2,1,23,3,1,8,0.7,2,3.0,866.0,10.0,0,train
485,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,28,3196,1,80,6,6,5,4,2,1,1,3,3,3,0.12,3,2,1,19,4,3,3,0.7142857142857143,1,2.75,456.57142857142856,3.0,0,train
486,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,34,9725,0,80,16,15,1,2,4,2,4,4,2,3,0.11,1,2,1,1,4,0,9,0.0625,-1,3.0,572.0588235294117,16.0,0,train
487,F,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Aucun,36,6653,4,80,7,1,0,4,3,2,4,2,3,3,0.15,0,6,1,1,5,0,0,0.0,0,3.25,831.625,1.4,0,train
488,M,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Frequent,29,2439,1,80,1,1,0,4,2,1,4,2,2,4,0.24,0,3,1,24,2,1,0,0.0,2,3.0,1219.5,0.5,1,train
489,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Frequent,54,4869,3,80,20,4,3,4,3,2,3,4,2,3,0.12,0,4,1,20,4,0,3,0.6,0,3.25,231.85714285714286,5.0,0,train
490,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Frequent,36,3688,4,80,4,1,0,3,4,1,4,4,3,3,0.18,2,2,1,18,4,0,0,0.0,-1,3.5,737.6,0.8,0,train
491,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,36,6652,4,80,8,6,3,2,2,2,4,1,2,3,0.13,1,2,1,11,4,0,0,0.42857142857142855,1,2.25,739.1111111111111,1.6,0,train
492,M,Marié(e),Consulting,Assistant de Direction,Non,Entrepreunariat,Y,Aucun,32,4087,4,80,9,6,5,4,3,2,1,2,2,3,0.14,1,3,1,1,4,1,2,0.7142857142857143,0,2.25,408.7,1.8,0,train
493,M,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,60,5405,8,80,10,2,2,1,3,2,1,4,3,3,0.14,0,1,1,16,4,2,2,0.6666666666666666,0,2.25,491.3636363636364,1.1111111111111112,0,train
494,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,33,3143,6,80,14,10,8,4,4,1,1,2,3,3,0.19,1,1,1,8,4,7,6,0.7272727272727273,-1,2.5,209.53333333333333,2.0,0,train
495,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Frequent,38,4735,7,80,19,13,11,4,3,2,4,4,4,3,0.15,2,4,1,1,3,2,9,0.7857142857142857,0,4.0,236.75,2.375,0,train
496,F,Marié(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Occasionnel,29,2168,0,80,6,5,4,2,1,1,4,1,2,3,0.18,1,2,1,15,1,1,3,0.6666666666666666,2,2.25,309.7142857142857,6.0,0,train
497,F,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,53,8381,7,80,18,14,7,4,3,2,1,4,4,4,0.2,0,2,1,1,1,8,10,0.4666666666666667,1,3.25,441.10526315789474,2.25,0,train
498,M,Marié(e),Consulting,Consultant,Oui,Entrepreunariat,Y,Occasionnel,55,5415,3,80,12,10,7,2,3,2,4,4,3,3,0.19,1,4,1,20,2,0,8,0.6363636363636364,0,3.25,416.53846153846155,3.0,0,train
499,M,Célibataire,Consulting,Manager,Non,Entrepreunariat,Y,Occasionnel,50,10496,6,80,20,4,3,4,2,3,4,4,3,3,0.15,0,2,1,10,3,1,3,0.6,1,3.75,499.8095238095238,2.857142857142857,0,train
500,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,35,2269,1,80,1,1,0,4,4,1,4,4,3,3,0.19,0,2,1,8,1,0,1,0.0,-1,3.75,1134.5,0.5,0,train
501,F,Marié(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,46,7314,5,80,14,8,7,3,3,3,2,3,3,4,0.21,3,2,1,10,3,0,7,0.7777777777777778,1,2.75,487.6,2.3333333333333335,1,train
502,M,Célibataire,Consulting,Consultant,Oui,Transformation Digitale,Y,Occasionnel,23,3989,1,80,5,5,4,4,2,1,3,1,3,3,0.11,0,2,1,8,1,1,2,0.6666666666666666,1,2.75,664.8333333333334,2.5,1,train
503,F,Marié(e),Consulting,Directeur Technique,Non,Entrepreunariat,Y,Occasionnel,54,13549,9,80,16,4,3,1,3,3,3,1,1,3,0.12,1,5,1,2,4,0,3,0.6,0,1.5,797.0,1.6,0,train
504,M,Marié(e),Commercial,Représentant Commercial,Oui,Marketing,Y,Occasionnel,25,2413,1,80,1,1,0,3,2,1,2,3,3,3,0.18,3,2,1,19,2,0,0,0.0,1,2.75,1206.5,0.5,1,train
505,M,Marié(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,28,2070,1,80,5,5,2,4,3,1,4,4,2,4,0.23,1,3,1,9,3,0,4,0.3333333333333333,1,3.5,345.0,2.5,0,train
506,M,Célibataire,Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,56,7260,4,80,37,6,4,4,1,3,4,1,2,3,0.11,0,3,1,7,3,0,2,0.5714285714285714,2,2.75,191.05263157894737,7.4,0,train
507,M,Célibataire,Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Occasionnel,44,2936,1,80,6,6,4,3,3,1,3,3,3,3,0.11,0,4,1,10,4,0,2,0.5714285714285714,0,3.0,419.42857142857144,3.0,1,train
508,M,Marié(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Frequent,45,6434,4,80,9,3,2,1,4,2,3,4,3,3,0.17,1,1,1,7,4,0,2,0.5,-1,2.75,643.4,1.8,0,train
509,F,Célibataire,Commercial,Cadre Commercial,Oui,Entrepreunariat,Y,Aucun,38,5666,1,80,6,5,3,3,3,2,4,2,3,3,0.13,0,1,1,10,3,1,3,0.5,0,3.0,809.4285714285714,3.0,0,train
510,F,Marié(e),Consulting,Assistant de Direction,Non,Autre,Y,Occasionnel,48,2367,8,80,10,8,2,3,3,1,1,4,2,3,0.12,1,3,1,15,4,7,6,0.2222222222222222,0,2.5,215.1818181818182,1.1111111111111112,0,train
511,M,Divorcé(e),Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,33,7104,0,80,6,5,0,3,3,2,3,4,3,3,0.12,0,3,1,8,4,1,2,0.0,0,3.25,1014.8571428571429,6.0,0,train
512,M,Marié(e),Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Frequent,40,10475,5,80,20,18,13,4,2,3,1,3,3,4,0.21,1,2,1,5,4,1,12,0.6842105263157895,2,2.75,498.8095238095238,3.3333333333333335,0,train
513,M,Marié(e),Consulting,Manager,Oui,Transformation Digitale,Y,Occasionnel,38,6673,7,80,17,1,0,2,3,2,1,2,3,3,0.19,0,2,1,29,1,0,0,0.0,0,2.0,370.72222222222223,2.125,1,train
514,M,Divorcé(e),Commercial,Cadre Commercial,Non,Infra & Cloud,Y,Occasionnel,41,8938,2,80,14,5,4,3,2,2,2,3,3,3,0.11,1,5,1,3,3,0,4,0.6666666666666666,1,2.75,595.8666666666667,4.666666666666667,0,train
515,M,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,39,3069,0,80,11,10,8,3,2,2,3,4,3,3,0.15,1,3,1,3,2,0,7,0.7272727272727273,1,3.25,255.75,11.0,0,train
516,M,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Aucun,41,6151,1,80,19,19,2,3,1,2,2,1,3,3,0.13,0,4,1,10,2,11,9,0.1,2,2.25,307.55,9.5,0,train
517,M,Célibataire,Commercial,Senior Manager,Non,Infra & Cloud,Y,Aucun,33,17444,1,80,10,10,8,4,3,4,3,4,3,3,0.11,0,2,1,17,3,6,0,0.7272727272727273,0,3.5,1585.8181818181818,5.0,0,train
518,F,Marié(e),Consulting,Consultant,Oui,Infra & Cloud,Y,Frequent,24,2886,1,80,6,6,3,1,3,1,3,4,3,3,0.16,1,4,1,7,3,1,2,0.42857142857142855,0,2.75,412.2857142857143,3.0,1,train
519,F,Célibataire,Consulting,Tech Lead,Oui,Infra & Cloud,Y,Occasionnel,38,7861,4,80,10,1,0,3,3,3,3,4,4,3,0.14,0,4,1,1,3,0,0,0.0,0,3.5,714.6363636363636,2.0,0,train
520,M,Marié(e),Ressources Humaines,Ressources Humaines,Non,Infra & Cloud,Y,Occasionnel,36,2342,0,80,6,5,4,1,2,1,1,3,3,4,0.21,0,3,1,8,3,0,3,0.6666666666666666,2,2.0,334.57142857142856,6.0,0,train
521,F,Marié(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Frequent,29,7918,1,80,11,11,10,2,3,3,4,4,3,3,0.14,1,5,1,1,1,4,1,0.8333333333333334,0,3.25,659.8333333333334,5.5,0,train
522,F,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,33,3452,3,80,5,3,2,2,3,1,4,1,3,3,0.18,0,4,1,13,1,0,2,0.5,0,2.5,575.3333333333334,1.25,0,train
523,M,Marié(e),Consulting,Directeur Technique,Non,Transformation Digitale,Y,Occasionnel,29,11935,1,80,10,10,2,2,2,3,3,3,3,3,0.18,0,2,1,3,4,0,7,0.18181818181818182,1,2.75,1085.0,5.0,0,train
524,M,Divorcé(e),Ressources Humaines,Ressources Humaines,Oui,Ressources Humaines,Y,Occasionnel,37,2073,4,80,7,3,2,3,3,1,1,4,3,4,0.22,0,3,1,6,4,0,2,0.5,1,2.75,259.125,1.4,1,train
525,M,Divorcé(e),Consulting,Directeur Technique,Oui,Infra & Cloud,Y,Occasionnel,38,11510,0,80,12,11,10,3,2,3,4,2,3,3,0.14,1,3,1,15,2,2,9,0.8333333333333334,1,3.0,885.3846153846154,12.0,0,train
526,M,Marié(e),Consulting,Manager,Non,Infra & Cloud,Y,Aucun,45,10748,3,80,25,23,15,3,2,3,3,4,2,4,0.23,1,3,1,1,1,14,4,0.625,2,3.0,413.38461538461536,6.25,0,train
527,M,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Y,Aucun,24,2694,1,80,1,1,0,3,2,1,2,3,3,3,0.11,3,4,1,9,3,0,0,0.0,1,2.75,1347.0,0.5,0,train
528,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,36,2519,4,80,16,11,8,3,3,1,3,3,3,4,0.21,0,6,1,2,4,3,9,0.6666666666666666,1,3.0,148.1764705882353,3.2,0,train
529,F,Divorcé(e),Consulting,Tech Lead,Non,Autre,Y,Aucun,24,4011,0,80,5,4,2,1,4,2,3,4,2,3,0.18,1,5,1,11,2,1,3,0.4,-1,2.5,668.5,5.0,0,train
530,F,Marié(e),Consulting,Tech Lead,Oui,Infra & Cloud,Y,Occasionnel,35,10685,1,80,17,17,14,4,2,3,3,2,3,4,0.2,1,2,1,9,3,5,15,0.7777777777777778,2,3.0,593.6111111111111,8.5,0,train
531,F,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Y,Frequent,52,13826,3,80,31,9,8,3,2,4,4,3,3,4,0.22,0,3,1,25,4,0,0,0.8,2,3.25,432.0625,7.75,0,train
532,F,Divorcé(e),Consulting,Tech Lead,Oui,Transformation Digitale,Y,Occasionnel,54,5485,9,80,9,5,3,4,3,2,1,2,3,3,0.11,2,4,1,19,4,1,4,0.5,0,2.5,548.5,0.9,0,train
533,M,Divorcé(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,45,9724,2,80,25,1,0,2,3,3,1,3,3,3,0.17,1,2,1,7,3,0,0,0.0,0,2.25,374.0,8.333333333333334,0,train
534,M,Marié(e),Consulting,Tech Lead,Non,Transformation Digitale,Y,Occasionnel,39,5377,2,80,10,7,7,2,3,2,1,4,3,3,0.13,3,3,1,10,5,7,7,0.875,0,2.5,488.8181818181818,3.3333333333333335,0,train
535,M,Marié(e),Commercial,Cadre Commercial,Non,Autre,Y,Occasionnel,45,4805,0,80,9,8,7,4,3,2,2,2,4,3,0.19,1,3,1,2,3,3,7,0.7777777777777778,0,3.0,480.5,9.0,0,train
536,F,Divorcé(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Frequent,35,2022,1,80,10,10,2,4,3,1,2,1,2,3,0.19,1,3,1,25,4,7,8,0.18181818181818182,0,2.25,183.8181818181818,5.0,1,train
537,M,Marié(e),Consulting,Senior Manager,Oui,Transformation Digitale,Y,Occasionnel,39,17068,1,80,21,21,9,3,3,4,1,4,3,3,0.14,0,3,1,10,1,11,10,0.4090909090909091,0,2.75,775.8181818181819,10.5,0,train
538,M,Marié(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Occasionnel,34,3622,1,80,6,6,5,2,2,1,4,4,3,3,0.13,1,3,1,1,2,1,3,0.7142857142857143,1,3.25,517.4285714285714,3.0,0,train
539,F,Célibataire,Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Aucun,45,8865,6,80,23,19,7,4,2,3,4,4,3,3,0.12,0,2,1,6,3,12,8,0.35,1,3.75,369.375,3.2857142857142856,0,train
540,F,Marié(e),Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Y,Occasionnel,25,2187,4,80,6,2,0,3,3,1,2,3,3,3,0.14,0,3,1,2,3,1,2,0.0,0,2.75,312.42857142857144,1.2,0,train
541,F,Divorcé(e),Consulting,Directeur Technique,Oui,Transformation Digitale,Y,Aucun,37,13603,2,80,15,5,2,1,3,3,4,1,3,3,0.18,2,2,1,1,4,0,2,0.3333333333333333,0,2.25,850.1875,5.0,0,train
542,F,Marié(e),Consulting,Consultant,Oui,Transformation Digitale,Y,Occasionnel,22,2398,1,80,1,1,0,3,3,1,1,3,3,3,0.17,0,6,1,8,1,0,0,0.0,0,2.5,1199.0,0.5,1,train
543,F,Célibataire,Consulting,Consultant,Oui,Transformation Digitale,Y,Occasionnel,45,5769,1,80,10,10,7,3,1,2,1,1,3,3,0.14,0,3,1,5,5,1,4,0.6363636363636364,2,2.0,524.4545454545455,5.0,0,train
544,M,Marié(e),Consulting,Manager,Oui,Infra & Cloud,Y,Frequent,42,10124,2,80,24,20,8,4,3,3,4,3,1,3,0.14,1,3,1,2,3,13,9,0.38095238095238093,0,3.0,404.96,8.0,0,train
545,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,34,2311,2,80,9,3,2,4,3,1,2,4,3,3,0.15,0,3,1,27,2,1,2,0.5,0,3.25,231.1,3.0,0,train
546,F,Divorcé(e),Consulting,Tech Lead,Non,Infra & Cloud,Y,Occasionnel,34,5121,3,80,7,0,0,2,3,2,1,3,3,3,0.14,1,3,1,8,5,0,0,0.0,0,2.25,640.125,1.75,0,train
547,M,Célibataire,Consulting,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,49,15379,4,80,23,8,7,3,3,4,3,1,3,3,0.14,0,2,1,1,3,0,0,0.7777777777777778,0,2.5,640.7916666666666,4.6,0,train
548,F,Divorcé(e),Consulting,Manager,Non,Entrepreunariat,Y,Occasionnel,36,10096,1,80,17,17,14,3,3,3,3,2,3,3,0.13,3,2,1,8,3,12,8,0.7777777777777778,0,2.75,560.8888888888889,8.5,0,train
549,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,29,2340,1,80,6,6,5,3,3,1,4,1,3,3,0.19,0,1,1,15,3,1,5,0.7142857142857143,0,2.75,334.2857142857143,3.0,0,train
550,M,Marié(e),Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Occasionnel,27,2539,1,80,4,4,2,4,2,1,3,3,3,3,0.13,1,0,1,6,3,2,2,0.4,1,3.25,507.8,2.0,0,train
551,M,Célibataire,Ressources Humaines,Ressources Humaines,Non,Ressources Humaines,Y,Frequent,36,3886,1,80,10,10,1,2,2,2,4,4,2,4,0.21,0,2,1,2,1,0,8,0.09090909090909091,2,3.0,353.27272727272725,5.0,0,train
552,M,Marié(e),Commercial,Représentant Commercial,Non,Infra & Cloud,Y,Occasionnel,35,2404,1,80,1,1,0,4,3,1,3,1,3,3,0.13,1,3,1,7,1,0,0,0.0,0,2.75,1202.0,0.5,0,train
553,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Frequent,43,2258,7,80,8,3,2,4,3,1,4,1,3,4,0.2,1,1,1,21,3,1,2,0.5,1,3.0,250.88888888888889,1.0,0,train
554,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,35,2450,1,80,3,3,0,4,2,1,1,2,3,3,0.19,0,3,1,1,3,1,2,0.0,1,2.5,612.5,1.5,0,train
555,F,Marié(e),Commercial,Cadre Commercial,Non,Marketing,Y,Frequent,53,7525,2,80,30,15,7,3,2,3,2,1,3,3,0.12,1,2,1,2,3,6,12,0.4375,1,2.25,242.74193548387098,10.0,0,train
556,M,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,31,5460,4,80,13,7,7,1,4,2,4,4,4,4,0.22,2,4,1,6,4,5,7,0.875,0,3.25,390.0,2.6,0,train
557,M,Célibataire,Consulting,Directeur Technique,Oui,Transformation Digitale,Y,Frequent,50,14411,1,80,32,32,6,3,1,4,4,4,3,3,0.13,0,2,1,22,5,13,9,0.18181818181818182,2,3.5,436.6969696969697,16.0,0,train
558,M,Marié(e),Consulting,Consultant,Non,Entrepreunariat,Y,Occasionnel,25,3229,4,80,7,3,2,1,3,1,4,2,2,3,0.11,1,2,1,1,3,0,2,0.5,0,2.25,403.625,1.4,0,train
559,M,Marié(e),Consulting,Manager,Non,Transformation Digitale,Y,Occasionnel,39,9991,4,80,9,7,7,4,2,3,1,1,3,3,0.15,1,5,1,6,1,1,7,0.875,1,2.25,999.1,1.8,0,train
560,F,Célibataire,Consulting,Directeur Technique,Non,Infra & Cloud,Y,Occasionnel,34,11994,0,80,13,12,6,1,3,3,2,3,3,3,0.11,0,4,1,7,4,2,11,0.46153846153846156,0,2.25,856.7142857142857,13.0,0,train
561,M,Célibataire,Consulting,Tech Lead,Non,Autre,Y,Occasionnel,35,10221,3,80,17,8,5,3,3,3,3,2,4,4,0.21,0,3,1,7,3,1,6,0.5555555555555556,1,3.0,567.8333333333334,4.25,0,train
562,M,Célibataire,Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,20,3033,1,80,2,2,2,1,2,1,3,1,2,3,0.12,0,2,1,3,3,1,2,0.6666666666666666,1,1.75,1011.0,1.0,0,train
563,M,Marié(e),Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,27,3468,9,80,6,2,2,1,3,1,2,4,3,3,0.12,1,3,1,2,1,2,2,0.6666666666666666,0,2.5,495.42857142857144,0.6,0,train
564,M,Célibataire,Commercial,Cadre Commercial,Oui,Infra & Cloud,Y,Occasionnel,27,4478,1,80,5,5,4,4,3,2,3,1,3,3,0.11,0,3,1,2,3,0,4,0.6666666666666666,0,2.75,746.3333333333334,2.5,0,train
565,M,Marié(e),Consulting,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,52,17099,2,80,26,9,8,4,3,4,4,2,2,3,0.15,1,2,1,1,2,7,8,0.8,0,3.0,633.2962962962963,8.666666666666666,0,train
566,F,Marié(e),Consulting,Consultant,Non,Autre,Y,Frequent,32,2743,1,80,2,2,2,3,2,1,2,3,3,4,0.2,1,2,1,13,3,2,2,0.6666666666666666,2,2.75,914.3333333333334,1.0,0,train
567,M,Marié(e),Consulting,Senior Manager,Non,Infra & Cloud,Y,Occasionnel,50,17046,0,80,28,27,10,2,2,4,3,2,3,3,0.15,1,2,1,29,4,15,7,0.35714285714285715,1,2.5,587.7931034482758,28.0,0,train
568,F,Célibataire,Consulting,Directeur Technique,Oui,Infra & Cloud,Y,Frequent,49,18665,9,80,22,3,2,3,3,5,1,4,3,3,0.11,0,4,1,10,4,1,2,0.5,0,2.75,811.5217391304348,2.2,0,train
569,M,Célibataire,Consulting,Consultant,Oui,Infra & Cloud,Y,Occasionnel,32,2795,1,80,1,1,0,1,3,1,4,3,1,4,0.24,0,2,1,25,4,0,1,0.0,1,2.25,1397.5,0.5,1,train
570,F,Divorcé(e),Consulting,Consultant,Non,Transformation Digitale,Y,Frequent,34,4444,4,80,15,11,8,3,3,2,2,3,4,3,0.13,2,2,1,19,3,5,10,0.6666666666666666,0,3.0,277.75,3.0,0,train
571,F,Divorcé(e),Consulting,Consultant,Non,Infra & Cloud,Y,Occasionnel,36,2835,5,80,7,1,0,1,3,1,4,1,3,4,0.22,1,2,1,3,2,0,0,0.0,1,2.25,354.375,1.1666666666666667,0,train
572,M,Célibataire,Consulting,Manager,Non,Infra & Cloud,Y,Occasionnel,52,10445,7,80,18,8,6,2,3,3,2,4,3,3,0.19,0,4,1,7,4,4,0,0.6666666666666666,0,2.75,549.7368421052631,2.25,0,train
573,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Occasionnel,30,2720,0,80,6,5,3,2,2,1,4,4,3,3,0.13,0,3,1,2,1,1,2,0.5,1,3.25,388.57142857142856,6.0,0,train
574,M,Divorcé(e),Commercial,Senior Manager,Non,Transformation Digitale,Y,Aucun,58,16291,4,80,37,16,9,2,3,4,2,4,2,4,0.22,1,0,1,2,3,14,14,0.5294117647058824,1,2.5,428.7105263157895,7.4,0,train
575,M,Divorcé(e),Consulting,Senior Manager,Non,Infra & Cloud,Y,Frequent,42,18430,1,80,24,24,7,2,3,5,4,2,2,3,0.13,1,4,1,8,3,14,9,0.28,0,2.5,737.2,12.0,0,train
576,F,Célibataire,Commercial,Cadre Commercial,Non,Marketing,Y,Occasionnel,49,4507,3,80,8,5,1,4,3,2,4,3,4,3,0.12,0,1,1,11,4,0,4,0.16666666666666666,0,3.75,500.77777777777777,2.0,0,train
577,M,Divorcé(e),Commercial,Cadre Commercial,Non,Transformation Digitale,Y,Occasionnel,43,10798,5,80,18,1,0,3,2,3,4,3,3,3,0.13,1,5,1,25,3,0,0,0.0,1,3.25,568.3157894736842,3.0,0,train
578,M,Divorcé(e),Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,40,2345,2,80,8,3,1,3,3,1,3,3,4,3,0.14,1,3,1,2,3,1,2,0.25,0,3.25,260.55555555555554,2.6666666666666665,0,train
579,M,Célibataire,Consulting,Senior Manager,Oui,Transformation Digitale,Y,Occasionnel,55,19045,0,80,37,36,10,4,3,5,1,3,3,3,0.14,0,2,1,1,3,4,13,0.2702702702702703,0,2.75,501.1842105263158,37.0,0,train
580,M,Marié(e),Consulting,Consultant,Non,Infra & Cloud,Y,Frequent,32,2794,1,80,5,5,1,2,4,1,2,3,1,4,0.2,0,3,1,7,3,0,3,0.16666666666666666,0,2.0,465.6666666666667,2.5,0,train
581,M,Célibataire,Consulting,Senior Manager,Non,Transformation Digitale,Y,Aucun,55,16756,7,80,31,9,7,3,2,4,1,2,4,3,0.15,0,3,1,2,1,6,2,0.7,1,2.5,523.625,3.875,0,train
582,M,Divorcé(e),Consulting,Assistant de Direction,Oui,Infra & Cloud,Y,Occasionnel,31,2695,0,80,3,2,2,3,3,1,4,2,1,3,0.18,1,2,1,2,4,2,2,0.6666666666666666,0,2.5,673.75,3.0,0,train
583,M,Divorcé(e),Consulting,Consultant,Non,Entrepreunariat,Y,Occasionnel,43,4876,5,80,8,6,4,4,4,1,2,3,3,3,0.12,1,0,1,27,3,0,2,0.5714285714285714,-1,3.0,541.7777777777778,1.3333333333333333,0,train
584,F,Célibataire,Consulting,Manager,Non,Entrepreunariat,Y,Occasionnel,34,6687,1,80,14,14,11,3,3,2,4,4,4,3,0.11,0,2,1,2,4,4,11,0.7333333333333333,0,3.75,445.8,7.0,0,train
585,F,Célibataire,Consulting,Assistant de Direction,Oui,Transformation Digitale,Y,Occasionnel,40,2342,0,80,5,4,2,4,2,1,4,4,2,4,0.2,0,2,1,2,1,2,3,0.4,2,3.5,390.3333333333333,5.0,0,train
586,M,Célibataire,Consulting,Assistant de Direction,Non,Infra & Cloud,Y,Aucun,42,4332,1,80,20,20,9,4,2,2,3,4,3,3,0.12,0,2,1,23,2,3,7,0.42857142857142855,1,3.5,206.28571428571428,10.0,0,train
587,F,Divorcé(e),Consulting,Tech Lead,Non,Transformation Digitale,Y,Occasionnel,28,4877,0,80,6,5,3,2,1,2,1,2,2,4,0.21,1,5,1,27,3,0,0,0.5,3,1.75,696.7142857142857,6.0,0,train
588,M,Célibataire,Consulting,Consultant,Non,Transformation Digitale,Y,Frequent,40,5094,6,80,10,1,0,1,2,2,3,4,3,3,0.14,0,6,1,16,4,0,0,0.0,1,2.75,463.09090909090907,1.4285714285714286,0,train
589,F,Célibataire,Consulting,Assistant de Direction,Non,Transformation Digitale,Y,Occasionnel,35,2559,1,80,6,6,5,3,2,1,1,4,2,3,0.11,0,3,1,27,1,1,1,0.7142857142857143,1,2.5,365.57142857142856,3.0,0,train
